Beginn	BE	Cap	B-BEGIN
Agenda	PAR	Cap	I-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Aufbau	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Bankenunion	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Wir	PAR	Cap	B-PARAGRAPH
müssen	PAR	NoCap	I-PARAGRAPH
dafür	PAR	NoCap	I-PARAGRAPH
sorgen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
nicht	PAR	NoCap	I-PARAGRAPH
länger	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Steuerzahler	PAR	Cap	I-PARAGRAPH
für	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Risiken	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Banken	PAR	Cap	I-PARAGRAPH
geradestehen	PAR	NoCap	I-PARAGRAPH
müssen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Deshalb	PAR	Cap	B-PARAGRAPH
sollten	PAR	NoCap	I-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
den	PAR	NoCap	I-PARAGRAPH
auf	PAR	NoCap	I-PARAGRAPH
dem	PAR	NoCap	I-PARAGRAPH
Europäischen	PAR	Cap	I-PARAGRAPH
Rat	PAR	Cap	I-PARAGRAPH
vom	PAR	NoCap	I-PARAGRAPH
Dezembervergangenen	PAR	Cap	I-PARAGRAPH
Jahres	PAR	Cap	I-PARAGRAPH
gefundenen	PAR	NoCap	I-PARAGRAPH
Kompromiss	PAR	Cap	I-PARAGRAPH
zur	PAR	NoCap	I-PARAGRAPH
Bankenunion	PAR	Cap	I-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
mit	PAR	NoCap	I-PARAGRAPH
dem	PAR	NoCap	I-PARAGRAPH
einheitlichen	PAR	NoCap	I-PARAGRAPH
Abwicklungsmechanismus	PAR	Cap	I-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
unterstützen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Ich	PAR	Cap	B-PARAGRAPH
kann	PAR	NoCap	I-PARAGRAPH
nur	PAR	NoCap	I-PARAGRAPH
an	PAR	NoCap	I-PARAGRAPH
alle	PAR	NoCap	I-PARAGRAPH
Verantwortlichen	PAR	Cap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
Brüssel	PAR	Cap	I-PARAGRAPH
appellieren	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
die	PAR	NoCap	B-PARAGRAPH
Verhandlungen	PAR	Cap	I-PARAGRAPH
zügigund	PAR	NoCap	I-PARAGRAPH
erfolgreich	PAR	NoCap	I-PARAGRAPH
abzuschließen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Wir	PAR	Cap	B-PARAGRAPH
dürfen	PAR	NoCap	I-PARAGRAPH
hier	PAR	NoCap	I-PARAGRAPH
eine	PAR	NoCap	I-PARAGRAPH
Verzögerung	PAR	Cap	I-PARAGRAPH
von	PAR	NoCap	I-PARAGRAPH
bis	PAR	NoCap	I-PARAGRAPH
zu	PAR	NoCap	I-PARAGRAPH
einem	PAR	NoCap	I-PARAGRAPH
Jahr	TIME	Cap	B-TIME
,	DOT	NoCap	B-DOT
wie	PAR	NoCap	B-PARAGRAPH
sie	PAR	NoCap	I-PARAGRAPH
droht	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
nicht	PAR	NoCap	B-PARAGRAPH
dulden	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

(	BBRACKET	NoCap	B-BBRACKET
Beifall	MOOD	Cap	B-MOOD
bei	PAR	NoCap	B-PARAGRAPH
Abgeordneten	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
SPD	FRACT	Cap	B-FRACTION
und	PAR	NoCap	B-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
CDU/CSU	FRACT	Cap	B-FRACTION
)	EBRACKET	NoCap	B-EBRACKET

Ein	PAR	Cap	B-PARAGRAPH
großes	PAR	NoCap	I-PARAGRAPH
Anliegen	PAR	Cap	I-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
nicht	PAR	NoCap	I-PARAGRAPH
nur	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Europäischen	PAR	Cap	I-PARAGRAPH
Kommission	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
sondern	PAR	NoCap	B-PARAGRAPH
auch	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Bundesregierung	PAR	Cap	I-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
klare	PAR	NoCap	I-PARAGRAPH
Bekenntnis	PAR	Cap	I-PARAGRAPH
dazu	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Europäische	PAR	Cap	I-PARAGRAPH
Union	PAR	Cap	I-PARAGRAPH
eine	PAR	NoCap	I-PARAGRAPH
Werteunion	PAR	Cap	I-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Der	PAR	Cap	B-PARAGRAPH
innere	PAR	NoCap	I-PARAGRAPH
Zusammenhalt	PAR	Cap	I-PARAGRAPH
Europas	PAR	Cap	I-PARAGRAPH
beruht	PAR	NoCap	I-PARAGRAPH
weniger	PAR	NoCap	I-PARAGRAPH
auf	PAR	NoCap	I-PARAGRAPH
dem	PAR	NoCap	I-PARAGRAPH
Funktionieren	PAR	Cap	I-PARAGRAPH
des	PAR	NoCap	I-PARAGRAPH
Binnenmarktes	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
weniger	PAR	NoCap	I-PARAGRAPH
auf	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Idee	PAR	Cap	I-PARAGRAPH
des	PAR	NoCap	I-PARAGRAPH
Wettbewerbs	PAR	Cap	I-PARAGRAPH
als	PAR	NoCap	I-PARAGRAPH
vielmehr	PAR	NoCap	I-PARAGRAPH
auf	PAR	NoCap	I-PARAGRAPH
gemeinsamen	PAR	NoCap	I-PARAGRAPH
Werten	PAR	Cap	I-PARAGRAPH
:	COL	NoCap	B-COLON
Demokratie	PAR	Cap	B-PARAGRAPH
,	DOT	NoCap	B-DOT
Rechtsstaatlichkeit	PAR	Cap	B-PARAGRAPH
,	DOT	NoCap	B-DOT
Akzeptanz	PAR	Cap	B-PARAGRAPH
von	PAR	NoCap	I-PARAGRAPH
Minderheiten	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
kulturelleund	PAR	NoCap	B-PARAGRAPH
religiöse	PAR	NoCap	I-PARAGRAPH
Vielfalt	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
das	PAR	NoCap	B-PARAGRAPH
macht	PAR	NoCap	I-PARAGRAPH
Europa	PAR	Cap	I-PARAGRAPH
stark	PAR	NoCap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
macht	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Idee	PAR	Cap	I-PARAGRAPH
Europas	PAR	Cap	I-PARAGRAPH
zu	PAR	NoCap	I-PARAGRAPH
einem	PAR	NoCap	I-PARAGRAPH
Exportschlager	PAR	Cap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Welt	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Wir	PAR	Cap	B-PARAGRAPH
brauchen	PAR	NoCap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Europäischen	PAR	Cap	I-PARAGRAPH
Union	PAR	Cap	I-PARAGRAPH
einen	PAR	NoCap	I-PARAGRAPH
wirksamen	PAR	NoCap	I-PARAGRAPH
Mechanismus	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
der	PAR	NoCap	B-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Wertegemeinschaft	PAR	Cap	I-PARAGRAPH
dort	PAR	NoCap	I-PARAGRAPH
schützt	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
wo	PAR	NoCap	B-PARAGRAPH
sie	PAR	NoCap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
Gefahr	PAR	Cap	I-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Das	PAR	Cap	B-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
auch	PAR	NoCap	I-PARAGRAPH
eine	PAR	NoCap	I-PARAGRAPH
Frage	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Glaubwürdigkeit	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Die	PAR	Cap	B-PARAGRAPH
Europäische	PAR	Cap	I-PARAGRAPH
Union	PAR	Cap	I-PARAGRAPH
kann	PAR	NoCap	I-PARAGRAPH
ihre	PAR	NoCap	I-PARAGRAPH
Werte	PAR	Cap	I-PARAGRAPH
nur	PAR	NoCap	I-PARAGRAPH
dann	PAR	NoCap	I-PARAGRAPH
selbstbewusst	PAR	NoCap	I-PARAGRAPH
nach	PAR	NoCap	I-PARAGRAPH
außen	PAR	NoCap	I-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
heißt	PAR	NoCap	I-PARAGRAPH
im	PAR	NoCap	I-PARAGRAPH
globalen	PAR	NoCap	I-PARAGRAPH
Maßstab	PAR	Cap	I-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
vertreten	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
wenn	PAR	NoCap	B-PARAGRAPH
sie	PAR	NoCap	I-PARAGRAPH
diese	PAR	NoCap	I-PARAGRAPH
Werte	PAR	Cap	I-PARAGRAPH
auch	PAR	NoCap	I-PARAGRAPH
konsequent	PAR	NoCap	I-PARAGRAPH
nach	PAR	NoCap	I-PARAGRAPH
innen	PAR	NoCap	I-PARAGRAPH
lebt	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Sie	PAR	Cap	B-PARAGRAPH
alle	PAR	NoCap	I-PARAGRAPH
wissen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
es	PAR	NoCap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
den	PAR	NoCap	I-PARAGRAPH
vergangenen	PAR	NoCap	I-PARAGRAPH
Jahren	TIME	Cap	B-TIME
in	PAR	NoCap	B-PARAGRAPH
einer	PAR	NoCap	I-PARAGRAPH
Reihe	PAR	Cap	I-PARAGRAPH
von	PAR	NoCap	I-PARAGRAPH
Staaten	PAR	Cap	I-PARAGRAPH
Schwierigkeiten	PAR	Cap	I-PARAGRAPH
gegeben	PAR	NoCap	I-PARAGRAPH
hat	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Diesen	PAR	Cap	B-PARAGRAPH
Staaten	PAR	Cap	I-PARAGRAPH
wollen	PAR	NoCap	I-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
helfen	PAR	NoCap	I-PARAGRAPH
durch	PAR	NoCap	I-PARAGRAPH
gemeinsame	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
verbindliche	PAR	NoCap	B-PARAGRAPH
Standards	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
durch	PAR	NoCap	I-PARAGRAPH
einen	PAR	NoCap	I-PARAGRAPH
entsprechenden	PAR	NoCap	I-PARAGRAPH
Mechanismus	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

Lassen	PAR	Cap	B-PARAGRAPH
Sie	PAR	Cap	I-PARAGRAPH
mich	PAR	NoCap	I-PARAGRAPH
angesichts	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Diskussion	PAR	Cap	I-PARAGRAPH
um	PAR	NoCap	I-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
Thema	PAR	Cap	I-PARAGRAPH
Migration	PAR	Cap	I-PARAGRAPH
für	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Bundesregierung	PAR	Cap	I-PARAGRAPH
ein	PAR	NoCap	I-PARAGRAPH
ganz	PAR	NoCap	I-PARAGRAPH
klares	PAR	NoCap	I-PARAGRAPH
Bekenntnis	PAR	Cap	I-PARAGRAPH
abgeben	PAR	NoCap	I-PARAGRAPH
:	COL	NoCap	B-COLON
Freizügigkeit	PAR	Cap	B-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
eine	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
größten	PAR	NoCap	I-PARAGRAPH
europäischen	PAR	NoCap	I-PARAGRAPH
Errungenschaften	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Die	PAR	Cap	B-PARAGRAPH
Bundesregierung	PAR	Cap	I-PARAGRAPH
wird	PAR	NoCap	I-PARAGRAPH
diese	PAR	NoCap	I-PARAGRAPH
europäische	PAR	NoCap	I-PARAGRAPH
Errungenschaft	PAR	Cap	I-PARAGRAPH
konsequentverteidigen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Wir	PAR	Cap	B-PARAGRAPH
können	PAR	NoCap	I-PARAGRAPH
alle	PAR	NoCap	I-PARAGRAPH
Verantwortlichen	PAR	Cap	I-PARAGRAPH
nur	PAR	NoCap	I-PARAGRAPH
darum	PAR	NoCap	I-PARAGRAPH
bitten	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
sachlich	PAR	NoCap	B-PARAGRAPH
,	DOT	NoCap	B-DOT
ohne	PAR	NoCap	B-PARAGRAPH
Polemik	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
mit	PAR	NoCap	I-PARAGRAPH
Augenmaßüber	PAR	Cap	I-PARAGRAPH
dieses	PAR	NoCap	I-PARAGRAPH
Thema	PAR	Cap	I-PARAGRAPH
zu	PAR	NoCap	I-PARAGRAPH
diskutieren	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Deutschland	PAR	Cap	B-PARAGRAPH
profitiert	PAR	NoCap	I-PARAGRAPH
von	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Freizügigkeit	PAR	Cap	I-PARAGRAPH
wie	PAR	NoCap	I-PARAGRAPH
nur	PAR	NoCap	I-PARAGRAPH
wenige	PAR	NoCap	I-PARAGRAPH
andere	PAR	NoCap	I-PARAGRAPH
Staaten	PAR	Cap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Europäischen	PAR	Cap	I-PARAGRAPH
Union	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

(	BBRACKET	NoCap	B-BBRACKET
Beifall	MOOD	Cap	B-MOOD
bei	PAR	NoCap	B-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
SPD	FRACT	Cap	B-FRACTION
,	DOT	NoCap	B-DOT
der	PAR	NoCap	B-PARAGRAPH
CDU/CSU	FRACT	Cap	B-FRACTION
und	PAR	NoCap	B-PARAGRAPH
dem	PAR	NoCap	I-PARAGRAPH
BÜNDNIS	FRACT	Cap	B-FRACTION
90/DIE	FRACT	Cap	I-FRACTION
GRÜNEN	FRACT	Cap	I-FRACTION
sowie	PAR	NoCap	B-PARAGRAPH
bei	PAR	NoCap	I-PARAGRAPH
Abgeordneten	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
LINKEN	PAR	Cap	I-PARAGRAPH
)	EBRACKET	NoCap	B-EBRACKET

Wir	PAR	Cap	B-PARAGRAPH
tragen	PAR	NoCap	I-PARAGRAPH
Verantwortung	PAR	Cap	I-PARAGRAPH
für	PAR	NoCap	I-PARAGRAPH
dieses	PAR	NoCap	I-PARAGRAPH
Europa	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
und	PAR	NoCap	B-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
tragen	PAR	NoCap	I-PARAGRAPH
diese	PAR	NoCap	I-PARAGRAPH
Verantwortung	PAR	Cap	I-PARAGRAPH
nicht	PAR	NoCap	I-PARAGRAPH
allein	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Insofern	PAR	Cap	B-PARAGRAPH
wird	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Bundesregierung	PAR	Cap	I-PARAGRAPH
sehr	PAR	NoCap	I-PARAGRAPH
darauf	PAR	NoCap	I-PARAGRAPH
achten	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Europäischen	PAR	Cap	I-PARAGRAPH
Union	PAR	Cap	I-PARAGRAPH
alle	PAR	NoCap	I-PARAGRAPH
Mitgliedstaaten	PAR	Cap	I-PARAGRAPH
mitnehmen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Es	PAR	Cap	B-PARAGRAPH
geht	PAR	NoCap	I-PARAGRAPH
nicht	PAR	NoCap	I-PARAGRAPH
um	PAR	NoCap	I-PARAGRAPH
groß	PAR	NoCap	I-PARAGRAPH
oder	PAR	NoCap	I-PARAGRAPH
klein	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Manche	PAR	Cap	B-PARAGRAPH
kleinen	PAR	NoCap	I-PARAGRAPH
Staaten	PAR	Cap	I-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
ich	PAR	NoCap	I-PARAGRAPH
erinnere	PAR	NoCap	I-PARAGRAPH
an	PAR	NoCap	I-PARAGRAPH
Luxemburg	PAR	Cap	I-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
sind	PAR	NoCap	I-PARAGRAPH
groß	PAR	NoCap	I-PARAGRAPH
:	COL	NoCap	B-COLON
weil	PAR	NoCap	B-PARAGRAPH
sie	PAR	NoCap	I-PARAGRAPH
mit	PAR	NoCap	I-PARAGRAPH
Engagement	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
mit	PAR	NoCap	B-PARAGRAPH
Kreativität	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
Mut	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
Entschiedenheit	PAR	Cap	I-PARAGRAPH
dieses	PAR	NoCap	I-PARAGRAPH
Integrationsprojekt	PAR	Cap	I-PARAGRAPH
vorangebracht	PAR	NoCap	I-PARAGRAPH
haben	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Wirreichen	PAR	Cap	B-PARAGRAPH
allen	PAR	NoCap	I-PARAGRAPH
unseren	PAR	NoCap	I-PARAGRAPH
Partnerländern	PAR	Cap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
Europa	PAR	Cap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Hand	PAR	Cap	I-PARAGRAPH
zur	PAR	NoCap	I-PARAGRAPH
Zusammenarbeit	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Europa	PAR	Cap	B-PARAGRAPH
braucht	PAR	NoCap	I-PARAGRAPH
keinen	PAR	NoCap	I-PARAGRAPH
deutschen	PAR	NoCap	I-PARAGRAPH
Oberlehrer	PAR	Cap	I-PARAGRAPH
oder	PAR	NoCap	I-PARAGRAPH
Schulmeister	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
Europa	PAR	Cap	B-PARAGRAPH
braucht	PAR	NoCap	I-PARAGRAPH
ein	PAR	NoCap	I-PARAGRAPH
Deutschland	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
das	PAR	NoCap	B-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
Solidarität	PAR	Cap	I-PARAGRAPH
Verantwortung	PAR	Cap	I-PARAGRAPH
trägt	PAR	NoCap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
kleinen	PAR	NoCap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
mittleren	PAR	NoCap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
großen	PAR	NoCap	I-PARAGRAPH
Staaten	PAR	Cap	I-PARAGRAPH
mitnimmt	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

Das	PAR	Cap	B-PARAGRAPH
geht	PAR	NoCap	I-PARAGRAPH
nicht	PAR	NoCap	I-PARAGRAPH
ohne	PAR	NoCap	I-PARAGRAPH
eine	PAR	NoCap	I-PARAGRAPH
ganz	PAR	NoCap	I-PARAGRAPH
enge	PAR	NoCap	I-PARAGRAPH
Kooperation	PAR	Cap	I-PARAGRAPH
mit	PAR	NoCap	I-PARAGRAPH
Frankreich	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
mit	PAR	NoCap	I-PARAGRAPH
Polen	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Mit	PAR	Cap	B-PARAGRAPH
großer	PAR	NoCap	I-PARAGRAPH
Freude	PAR	Cap	I-PARAGRAPH
haben	PAR	NoCap	I-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
Bekenntnis	PAR	Cap	I-PARAGRAPH
von	PAR	NoCap	I-PARAGRAPH
Präsident	PRE	Cap	B-PRESIDENT
Hollande	PAR	Cap	B-PARAGRAPH
zu	PAR	NoCap	I-PARAGRAPH
mehr	PAR	NoCap	I-PARAGRAPH
Europa	PAR	Cap	I-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
vor	PAR	NoCap	I-PARAGRAPH
allem	PAR	NoCap	I-PARAGRAPH
zu	PAR	NoCap	I-PARAGRAPH
einem	PAR	NoCap	I-PARAGRAPH
besseren	PAR	NoCap	I-PARAGRAPH
Europa	PAR	Cap	I-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
vernommen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

Wir	PAR	Cap	B-PARAGRAPH
wollen	PAR	NoCap	I-PARAGRAPH
unsere	PAR	NoCap	I-PARAGRAPH
französischen	PAR	NoCap	I-PARAGRAPH
Freunde	PAR	Cap	I-PARAGRAPH
dabei	PAR	NoCap	I-PARAGRAPH
tatkräftig	PAR	NoCap	I-PARAGRAPH
unterstützen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Ich	PAR	Cap	B-PARAGRAPH
sage	PAR	NoCap	I-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
bewusst	PAR	NoCap	I-PARAGRAPH
heute	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
wenigeTage	PAR	NoCap	B-PARAGRAPH
vor	PAR	NoCap	I-PARAGRAPH
dem	PAR	NoCap	I-PARAGRAPH
Deutsch-Französischen	PAR	Cap	I-PARAGRAPH
Tag	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
ich	PAR	NoCap	B-PARAGRAPH
sage	PAR	NoCap	I-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
aber	PAR	NoCap	I-PARAGRAPH
auch	PAR	NoCap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
Richtung	PAR	Cap	I-PARAGRAPH
Polen	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Das	PAR	Cap	B-PARAGRAPH
Weimarer	PAR	Cap	I-PARAGRAPH
Dreieck	PAR	Cap	I-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
hier	PAR	NoCap	I-PARAGRAPH
im	PAR	NoCap	I-PARAGRAPH
Bundestag	PAR	Cap	I-PARAGRAPH
sitzen	PAR	NoCap	I-PARAGRAPH
viele	PAR	NoCap	I-PARAGRAPH
Kolleginnen	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
Kollegen	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
die	PAR	NoCap	B-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
Weimarer	PAR	Cap	I-PARAGRAPH
Dreieck	PAR	Cap	I-PARAGRAPH
über	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Jahre	TIME	Cap	B-TIME
mit	PAR	NoCap	B-PARAGRAPH
Lebenerfüllt	PAR	Cap	I-PARAGRAPH
haben	PAR	NoCap	I-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
für	PAR	NoCap	I-PARAGRAPH
uns	PAR	NoCap	I-PARAGRAPH
ein	PAR	NoCap	I-PARAGRAPH
wichtiger	PAR	NoCap	I-PARAGRAPH
Anker	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
eine	PAR	NoCap	B-PARAGRAPH
wichtige	PAR	NoCap	I-PARAGRAPH
Säule	PAR	Cap	I-PARAGRAPH
für	PAR	NoCap	I-PARAGRAPH
den	PAR	NoCap	I-PARAGRAPH
Erfolg;	PAR	Cap	I-PARAGRAPH
denn	PAR	NoCap	I-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
müssen	PAR	NoCap	I-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
ich	PAR	NoCap	I-PARAGRAPH
sage	PAR	NoCap	I-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
gerade	PAR	NoCap	I-PARAGRAPH
mit	PAR	NoCap	I-PARAGRAPH
Blick	PAR	Cap	I-PARAGRAPH
auf	PAR	NoCap	I-PARAGRAPH
Mittel-	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
Osteuropa	PAR	Cap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Partnerländer	PAR	Cap	I-PARAGRAPH
mitnehmen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
wir	PAR	NoCap	B-PARAGRAPH
müssen	PAR	NoCap	I-PARAGRAPH
sie	PAR	NoCap	I-PARAGRAPH
davonüberzeugen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
Europa	PAR	Cap	I-PARAGRAPH
kein	PAR	NoCap	I-PARAGRAPH
Projekt	PAR	Cap	I-PARAGRAPH
für	PAR	NoCap	I-PARAGRAPH
den	PAR	NoCap	I-PARAGRAPH
Westen	PAR	Cap	I-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
sondern	PAR	NoCap	B-PARAGRAPH
ein	PAR	NoCap	I-PARAGRAPH
