Plenarprotokoll	PLE	Cap	B-PLENARYPRO
90	NUM	Cap	I-FRACTION
/	DIV	NoCap	B-DIV
DIE	PAR	Cap	B-FRACTION
GRÜNEN	FRACT	Cap	I-FRACTION
]	PAR	NoCap	B-PARAGRAPH
:	COL	NoCap	B-COLON
Die	PAR	Cap	B-PARAGRAPH
Auftragslage	PAR	Cap	I-PARAGRAPH
schafft	PAR	NoCap	I-PARAGRAPH
Jobs	PAR	Cap	I-PARAGRAPH
!	DOT	NoCap	B-DOT
Toll	PAR	Cap	B-PARAGRAPH
!	DOT	NoCap	B-DOT
)	BRACKET	NoCap	B-EBRACKET

die	PAR	NoCap	B-PARAGRAPH
viele	PAR	NoCap	I-PARAGRAPH
Firmen	PAR	Cap	I-PARAGRAPH
nicht	PAR	NoCap	I-PARAGRAPH
vergeben	PAR	NoCap	I-PARAGRAPH
würden	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
wenn	PAR	NoCap	B-PARAGRAPH
es	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Möglichkeit	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Befristung	PAR	Cap	I-PARAGRAPH
nicht	PAR	NoCap	I-PARAGRAPH
gäbe	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Für	PAR	Cap	B-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Arbeitnehmerinnen	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
Arbeitnehmer	PAR	Cap	I-PARAGRAPH
birgt	PAR	NoCap	I-PARAGRAPH
dies	PAR	NoCap	I-PARAGRAPH
zugleich	PAR	NoCap	I-PARAGRAPH
dieChance	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
sich	PAR	NoCap	B-PARAGRAPH
zu	PAR	NoCap	I-PARAGRAPH
beweisen	PAR	NoCap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
nach	PAR	NoCap	I-PARAGRAPH
guter	PAR	NoCap	I-PARAGRAPH
verlässlicher	PAR	NoCap	I-PARAGRAPH
Arbeit	PAR	Cap	I-PARAGRAPH
einen	PAR	NoCap	I-PARAGRAPH
unbefristeten	PAR	NoCap	I-PARAGRAPH
Arbeitsvertrag	PAR	Cap	I-PARAGRAPH
zu	PAR	NoCap	I-PARAGRAPH
erhalten	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

Ja	PAR	Cap	B-PARAGRAPH
,	DOT	NoCap	B-DOT
es	PAR	NoCap	B-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
richtig	PAR	NoCap	I-PARAGRAPH
:	COL	NoCap	B-COLON
Wir	PAR	Cap	B-PARAGRAPH
müssen	PAR	NoCap	I-PARAGRAPH
schauen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
was	PAR	NoCap	B-PARAGRAPH
im	PAR	NoCap	I-PARAGRAPH
öffentlichen	PAR	NoCap	I-PARAGRAPH
Dienst	WEEKDAY	Cap	B-WEEKDAY
passiert	PAR	NoCap	B-PARAGRAPH
.	DOT	NoCap	B-DOT
Frau	TITLE	Cap	B-TITLE
Kollegin	PAR	Cap	B-PARAGRAPH
Kramme	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
wir	PAR	NoCap	B-PARAGRAPH
beidekommen	PAR	NoCap	I-PARAGRAPH
aus	PAR	NoCap	I-PARAGRAPH
Bayern	STATE	Cap	B-STATE
.	DOT	NoCap	B-DOT
Wir	PAR	Cap	B-PARAGRAPH
wissen	PAR	NoCap	I-PARAGRAPH
:	COL	NoCap	B-COLON
Das	PAR	Cap	B-PARAGRAPH
Bayerische	PAR	Cap	I-PARAGRAPH
Kinderbildungs-	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
-betreuungsgesetz	PAR	NoCap	I-PARAGRAPH
sieht	PAR	NoCap	I-PARAGRAPH
vor	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
Eltern	PAR	Cap	I-PARAGRAPH
bei	PAR	NoCap	I-PARAGRAPH
den	PAR	NoCap	I-PARAGRAPH
Kindergärten	PAR	Cap	I-PARAGRAPH
immer	PAR	NoCap	I-PARAGRAPH
nur	PAR	NoCap	I-PARAGRAPH
jahresweise	PAR	NoCap	I-PARAGRAPH
buchenkönnen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Dass	PAR	Cap	B-PARAGRAPH
da	PAR	NoCap	I-PARAGRAPH
unbefristete	PAR	NoCap	I-PARAGRAPH
Arbeitsverhältnisse	PAR	Cap	I-PARAGRAPH
für	PAR	NoCap	I-PARAGRAPH
den	PAR	NoCap	I-PARAGRAPH
Träger	PAR	Cap	I-PARAGRAPH
schwierig	PAR	NoCap	I-PARAGRAPH
sind	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
liegt	PAR	NoCap	B-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Natur	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Sache	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Wir	PAR	Cap	B-PARAGRAPH
werden	PAR	NoCap	I-PARAGRAPH
sehen	PAR	NoCap	I-PARAGRAPH
müssen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
für	PAR	NoCap	I-PARAGRAPH
qualifizierte	PAR	NoCap	I-PARAGRAPH
Jugenderzieherinnen	PAR	Cap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
stärkerem	PAR	NoCap	I-PARAGRAPH
Maße	PAR	Cap	I-PARAGRAPH
unbefristete	PAR	NoCap	I-PARAGRAPH
Arbeitsverhältnisse	PAR	Cap	I-PARAGRAPH
hinbekommen	PAR	NoCap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
mit	PAR	NoCap	I-PARAGRAPH
Springern	PAR	Cap	I-PARAGRAPH
bzw	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
mitanderen	PAR	NoCap	B-PARAGRAPH
flexiblen	PAR	NoCap	I-PARAGRAPH
Arbeitsverhältnissen	PAR	Cap	I-PARAGRAPH
trotzdem	PAR	NoCap	I-PARAGRAPH
etwas	PAR	NoCap	I-PARAGRAPH
mehr	PAR	NoCap	I-PARAGRAPH
Flexibilität	PAR	Cap	I-PARAGRAPH
erreichen	PAR	NoCap	I-PARAGRAPH
können	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

Gerade	PAR	Cap	B-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
Zeiten	PAR	Cap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
in	PAR	NoCap	B-PARAGRAPH
denen	PAR	NoCap	I-PARAGRAPH
es	PAR	NoCap	I-PARAGRAPH
auf	PAR	NoCap	I-PARAGRAPH
dem	PAR	NoCap	I-PARAGRAPH
Arbeitsmarkt	PAR	Cap	I-PARAGRAPH
so	PAR	NoCap	I-PARAGRAPH
gut	PAR	NoCap	I-PARAGRAPH
geht	PAR	NoCap	I-PARAGRAPH
wie	PAR	NoCap	I-PARAGRAPH
jetzt	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
sollten	PAR	NoCap	B-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
diese	PAR	NoCap	I-PARAGRAPH
Instrumente	PAR	Cap	I-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
ich	PAR	NoCap	I-PARAGRAPH
habe	PAR	NoCap	I-PARAGRAPH
es	PAR	NoCap	I-PARAGRAPH
vorhin	PAR	NoCap	I-PARAGRAPH
bereits	PAR	NoCap	I-PARAGRAPH
ausgeführt	PAR	NoCap	I-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
nicht	PAR	NoCap	I-PARAGRAPH
verwerfen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
sondern	PAR	NoCap	B-PARAGRAPH
uns	PAR	NoCap	I-PARAGRAPH
darauf	PAR	NoCap	I-PARAGRAPH
besinnen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
warum	PAR	NoCap	B-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
derzeit	PAR	NoCap	I-PARAGRAPH
so	PAR	NoCap	I-PARAGRAPH
wenigArbeitslose	PAR	NoCap	I-PARAGRAPH
haben	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

Sicherlich	PAR	Cap	B-PARAGRAPH
stimme	PAR	NoCap	I-PARAGRAPH
ich	PAR	NoCap	I-PARAGRAPH
mit	PAR	NoCap	I-PARAGRAPH
Ihnen	PAR	Cap	I-PARAGRAPH
überein	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
sich	PAR	NoCap	I-PARAGRAPH
an	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
konkreten	PAR	NoCap	I-PARAGRAPH
Ausgestaltung	PAR	Cap	I-PARAGRAPH
weiter	PAR	NoCap	I-PARAGRAPH
feilen	PAR	NoCap	I-PARAGRAPH
lässt	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
um	PAR	NoCap	B-PARAGRAPH
Ungerechtigkeiten	PAR	Cap	I-PARAGRAPH
weitestgehend	PAR	NoCap	I-PARAGRAPH
zu	PAR	NoCap	I-PARAGRAPH
vermeiden	PAR	NoCap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
eventuellem	PAR	NoCap	I-PARAGRAPH
Missbrauch	PAR	Cap	I-PARAGRAPH
wirksam	PAR	NoCap	I-PARAGRAPH
entgegenzuwirken	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

(	BRACKET	NoCap	B-BBRACKET
Beate	NAME	Cap	B-NAME
Müller-Gemmeke	NAME	Cap	I-NAME
[	PAR	NoCap	B-PARAGRAPH
BÜNDNIS	FRACT	Cap	B-FRACTION
90	NUM	Cap	I-FRACTION
/	DIV	NoCap	B-DIV
DIE	PAR	Cap	B-FRACTION
GRÜNEN	FRACT	Cap	I-FRACTION
]	PAR	NoCap	B-PARAGRAPH
:	COL	NoCap	B-COLON
Genau	PAR	Cap	B-PARAGRAPH
!	DOT	NoCap	B-DOT
)	BRACKET	NoCap	B-EBRACKET

Unsere	PAR	Cap	B-PARAGRAPH
Lebensabschnittsgefährtin	PAR	Cap	I-PARAGRAPH
von	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
SPD	FRACT	Cap	B-FRACTION
hat	PAR	NoCap	B-PARAGRAPH
bereits	PAR	NoCap	I-PARAGRAPH
darauf	PAR	NoCap	I-PARAGRAPH
hingewiesen	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
sie	PAR	NoCap	I-PARAGRAPH
nicht	PAR	NoCap	I-PARAGRAPH
locker	PAR	NoCap	I-PARAGRAPH
lassen	PAR	NoCap	I-PARAGRAPH
werden	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
sie	PAR	NoCap	I-PARAGRAPH
aufpassen	PAR	NoCap	I-PARAGRAPH
werden	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
richtigen	PAR	NoCap	I-PARAGRAPH
Maßnahmen	PAR	Cap	I-PARAGRAPH
zum	PAR	NoCap	I-PARAGRAPH
richtigen	PAR	NoCap	I-PARAGRAPH
Zeitpunkt	PAR	Cap	I-PARAGRAPH
machen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Aberich	PAR	Cap	B-PARAGRAPH
warne	PAR	NoCap	I-PARAGRAPH
davor	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
zum	PAR	NoCap	B-PARAGRAPH
jetzigen	PAR	NoCap	I-PARAGRAPH
Zeitpunkt	PAR	Cap	I-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
Kind	PAR	Cap	I-PARAGRAPH
mit	PAR	NoCap	I-PARAGRAPH
dem	PAR	NoCap	I-PARAGRAPH
Bade	PAR	Cap	I-PARAGRAPH
auszuschütten	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
übermütig	PAR	NoCap	B-PARAGRAPH
zu	PAR	NoCap	I-PARAGRAPH
werden	PAR	NoCap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
sinnvollen	PAR	NoCap	I-PARAGRAPH
rot-grünen	PAR	NoCap	I-PARAGRAPH
Reformen	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Agenda	PAR	Cap	I-PARAGRAPH
2010	NUM	NoCap	B-NUMBER
in	PAR	NoCap	B-PARAGRAPH
Bausch	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
Bogen	PAR	Cap	I-PARAGRAPH
zu	PAR	NoCap	I-PARAGRAPH
verdammen	PAR	NoCap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
über	PAR	NoCap	I-PARAGRAPH
Bord	PAR	Cap	I-PARAGRAPH
zu	PAR	NoCap	I-PARAGRAPH
werfen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Liebe	PAR	Cap	B-PARAGRAPH
Frau	TITLE	Cap	B-TITLE
Müller-Gemmeke	PAR	Cap	B-PARAGRAPH
,	DOT	NoCap	B-DOT
ihr	PAR	NoCap	B-PARAGRAPH
habt	PAR	NoCap	I-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
damals	PAR	NoCap	I-PARAGRAPH
richtig	PAR	NoCap	I-PARAGRAPH
gemacht	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Wir	PAR	Cap	B-PARAGRAPH
machen	PAR	NoCap	I-PARAGRAPH
richtig	PAR	NoCap	I-PARAGRAPH
weiter	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
HelfenSie	PAR	Cap	B-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Legislaturperiode	PAR	Cap	I-PARAGRAPH
mit	PAR	NoCap	I-PARAGRAPH
!	DOT	NoCap	B-DOT
Dann	PAR	Cap	B-PARAGRAPH
kriegen	PAR	NoCap	I-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
etwas	PAR	NoCap	I-PARAGRAPH
Gescheites	PAR	Cap	I-PARAGRAPH
hin	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

Herzlichen	PAR	Cap	B-PARAGRAPH
Dank	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

(	BRACKET	NoCap	B-BBRACKET
Beifall	MOOD	Cap	B-MOOD
bei	PAR	NoCap	B-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
CDU	FRACT	Cap	B-FRACTION
/	DIV	NoCap	B-DIV
CSU	FRACT	Cap	B-FRACTION
)	BRACKET	NoCap	B-EBRACKET

Vizepräsidentin	PRE	Cap	B-PRESIDENT
Petra	NAME	Cap	B-NAME
Pau	NAME	Cap	I-NAME
:	COL	NoCap	B-COLON

Ich	PAR	Cap	B-PARAGRAPH
schließe	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Aussprache	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

Deutscher	PAR	Cap	B-PARAGRAPH
Bundestag	PAR	Cap	I-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
18	NUM	NoCap	B-NUMBER
.	DOT	NoCap	B-DOT
Wahlperiode	PAR	Cap	B-PARAGRAPH
–	PAR	NoCap	I-PARAGRAPH
3	NUM	NoCap	B-NUMBER
.	DOT	NoCap	B-DOT
Sitzung	MEETING	Cap	B-MEETING
.	DOT	NoCap	B-DOT
Berlin	STATE	Cap	B-STATE
,	DOT	NoCap	B-DOT
Donnerstag	WEEKDAY	Cap	B-WEEKDAY
,	DOT	NoCap	B-DOT
den	PAR	NoCap	B-PARAGRAPH
28	NUM	NoCap	B-NUMBER
.	DOT	NoCap	B-DOT
November	MONTH	Cap	B-MONTH
2013	NUM	NoCap	B-NUMBER
199	NUM	NoCap	I-NUMBER

Vizepräsidentin	PRE	Cap	B-PRESIDENT
Petra	NAME	Cap	B-NAME
Pau	NAME	Cap	I-NAME

(	BRACKET	NoCap	B-BBRACKET
A	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET
(	BRACKET	NoCap	B-BBRACKET
C	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET

(	BRACKET	NoCap	B-BBRACKET
D	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET
(	BRACKET	NoCap	B-BBRACKET
B	PAR	Cap	B-PARAGRAPH
)	BRACKET	NoCap	B-EBRACKET

Interfraktionell	PAR	Cap	B-PARAGRAPH
wird	PAR	NoCap	I-PARAGRAPH
Überweisung	PAR	Cap	I-PARAGRAPH
des	PAR	NoCap	I-PARAGRAPH
Gesetzentwurfs	PAR	Cap	I-PARAGRAPH
auf	PAR	NoCap	I-PARAGRAPH
Drucksache	PAR	Cap	I-PARAGRAPH
18	NUM	NoCap	B-NUMBER
/	DIV	NoCap	B-DIV
7	NUM	NoCap	B-NUMBER
an	PAR	NoCap	B-PARAGRAPH
den	PAR	NoCap	I-PARAGRAPH
Hauptausschuss	PAR	Cap	I-PARAGRAPH
vorgeschlagen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Gibt	PAR	Cap	B-PARAGRAPH
es	PAR	NoCap	I-PARAGRAPH
dazu	PAR	NoCap	I-PARAGRAPH
anderweitige	PAR	NoCap	I-PARAGRAPH
Vorschläge	PAR	Cap	I-PARAGRAPH
?	QUES	NoCap	B-QUESTION
Das	PAR	Cap	B-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
nicht	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Fall	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Dann	PAR	Cap	B-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Überweisung	PAR	Cap	I-PARAGRAPH
so	PAR	NoCap	I-PARAGRAPH
beschlossen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

Ich	PAR	Cap	B-PARAGRAPH
rufe	PAR	NoCap	I-PARAGRAPH
den	PAR	NoCap	I-PARAGRAPH
Zusatzpunkt	AGEN	Cap	B-AGENDA
3	NUM	NoCap	B-NUMBER
auf	PAR	NoCap	B-PARAGRAPH
:	COL	NoCap	B-COLON

Beratung	PAR	Cap	B-PARAGRAPH
des	PAR	NoCap	I-PARAGRAPH
Antrags	PAR	Cap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Abgeordneten	PAR	Cap	I-PARAGRAPH
Dr.	TITLE	Cap	B-TITLE
Frithjof	NAME	Cap	B-NAME
Schmidt	NAME	Cap	I-NAME
,	DOT	NoCap	B-DOT
Omid	NAME	Cap	B-NAME
Nouripour	NAME	Cap	I-NAME
,	DOT	NoCap	B-DOT
Agnieszka	NAME	Cap	B-NAME
Brugger	NAME	Cap	I-NAME
,	DOT	NoCap	B-DOT
weiterer	PAR	NoCap	B-PARAGRAPH
Abgeordneter	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Fraktion	PAR	Cap	I-PARAGRAPH
BÜNDNIS	FRACT	Cap	B-FRACTION
90	NUM	Cap	I-FRACTION
/	DIV	NoCap	B-DIV
DIE	PAR	Cap	B-FRACTION
GRÜNEN	FRACT	Cap	I-FRACTION

Operation	PAR	Cap	B-PARAGRAPH
Active	PAR	Cap	I-PARAGRAPH
Endeavour	PAR	Cap	I-PARAGRAPH
beenden	PAR	NoCap	I-PARAGRAPH

–	PAR	NoCap	B-PARAGRAPH
Drucksache	PAR	Cap	I-PARAGRAPH
18	NUM	NoCap	B-NUMBER
/	DIV	NoCap	B-DIV
99	NUM	NoCap	B-NUMBER
Nach	PAR	Cap	B-PARAGRAPH
einer	PAR	NoCap	I-PARAGRAPH
interfraktionellen	PAR	NoCap	I-PARAGRAPH
Vereinbarung	PAR	Cap	I-PARAGRAPH
sind	PAR	NoCap	I-PARAGRAPH
fürdie	PAR	NoCap	I-PARAGRAPH
Aussprache	PAR	Cap	I-PARAGRAPH
38	NUM	NoCap	B-NUMBER
Minuten	TIME	Cap	B-TIME
vorgesehen	PAR	NoCap	B-PARAGRAPH
.	DOT	NoCap	B-DOT
–	PAR	NoCap	B-PARAGRAPH
Ich	PAR	Cap	I-PARAGRAPH
höre	PAR	NoCap	I-PARAGRAPH
keinen	PAR	NoCap	I-PARAGRAPH
Widerspruch	MOOD	Cap	B-MOOD
.	DOT	NoCap	B-DOT
Dann	PAR	Cap	B-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
so	PAR	NoCap	I-PARAGRAPH
beschlossen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

Ich	PAR	Cap	B-PARAGRAPH
eröffne	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Aussprache	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Das	PAR	Cap	B-PARAGRAPH
Wort	PAR	Cap	I-PARAGRAPH
hat	PAR	NoCap	I-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Kollege	PAR	Cap	I-PARAGRAPH
Dr.	TITLE	Cap	B-TITLE
Frithjof	NAME	Cap	B-NAME
Schmidt	NAME	Cap	I-NAME
für	PAR	NoCap	B-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Fraktion	PAR	Cap	I-PARAGRAPH
Bündnis	PAR	Cap	I-PARAGRAPH
90	NUM	NoCap	B-NUMBER
/	DIV	NoCap	B-DIV
Die	PAR	Cap	B-PARAGRAPH
Grünen	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

Dr.	TITLE	Cap	B-TITLE
Frithjof	NAME	Cap	B-NAME
Schmidt	NAME	Cap	I-NAME
(	BRACKET	NoCap	B-BBRACKET
BÜNDNIS	FRACT	Cap	B-FRACTION
90	NUM	Cap	I-FRACTION
/	DIV	NoCap	B-DIV
DIE	PAR	Cap	B-FRACTION
GRÜNEN	FRACT	Cap	I-FRACTION
)	BRACKET	NoCap	B-EBRACKET
:	COL	NoCap	B-COLON

Frau	TITLE	Cap	B-TITLE
Präsidentin	PRE	Cap	B-PRESIDENT
!	DOT	NoCap	B-DOT
Liebe	PAR	Cap	B-PARAGRAPH
Kolleginnen	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
Kollegen	PAR	Cap	I-PARAGRAPH
!	DOT	NoCap	B-DOT
Es	PAR	Cap	B-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
sicher	PAR	NoCap	I-PARAGRAPH
schon	PAR	NoCap	I-PARAGRAPH
spät	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
aber	PAR	NoCap	B-PARAGRAPH
es	PAR	NoCap	I-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
notwendig	PAR	NoCap	I-PARAGRAPH
,	DOT	NoCap	B-DOT
dass	PAR	NoCap	B-PARAGRAPH
wir	PAR	NoCap	I-PARAGRAPH
uns	PAR	NoCap	I-PARAGRAPH
im	PAR	NoCap	I-PARAGRAPH
Plenum	PAR	Cap	I-PARAGRAPH
mit	PAR	NoCap	I-PARAGRAPH
diesem	PAR	NoCap	I-PARAGRAPH
Bundeswehreinsatz	PAR	Cap	I-PARAGRAPH
noch	PAR	NoCap	I-PARAGRAPH
vor	PAR	NoCap	I-PARAGRAPH
Ende	PAR	Cap	I-PARAGRAPH
des	PAR	NoCap	I-PARAGRAPH
Jahres	PAR	Cap	I-PARAGRAPH
beschäftigen	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT

(	BRACKET	NoCap	B-BBRACKET
Beifall	MOOD	Cap	B-MOOD
beim	PAR	NoCap	B-PARAGRAPH
BÜNDNIS	FRACT	Cap	B-FRACTION
90	NUM	Cap	I-FRACTION
/	DIV	NoCap	B-DIV
DIE	PAR	Cap	B-FRACTION
GRÜNEN	FRACT	Cap	I-FRACTION
)	BRACKET	NoCap	B-EBRACKET

Die	PAR	Cap	B-PARAGRAPH
Bundeswehr	PAR	Cap	I-PARAGRAPH
beteiligt	PAR	NoCap	I-PARAGRAPH
sich	PAR	NoCap	I-PARAGRAPH
seit	PAR	NoCap	I-PARAGRAPH
über	PAR	NoCap	I-PARAGRAPH
zehn	PAR	NoCap	I-PARAGRAPH
Jahren	TIME	Cap	B-TIME
an	PAR	NoCap	B-PARAGRAPH
der	PAR	NoCap	I-PARAGRAPH
Operation	PAR	Cap	I-PARAGRAPH
Active	PAR	Cap	I-PARAGRAPH
Endeavour	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Der	PAR	Cap	B-PARAGRAPH
Sinn	PAR	Cap	I-PARAGRAPH
dieser	PAR	NoCap	I-PARAGRAPH
militärischen	PAR	NoCap	I-PARAGRAPH
Sondermission	PAR	Cap	I-PARAGRAPH
zur	PAR	NoCap	I-PARAGRAPH
Aufklärung	PAR	Cap	I-PARAGRAPH
und	PAR	NoCap	I-PARAGRAPH
Terrorbekämpfung	PAR	Cap	I-PARAGRAPH
im	PAR	NoCap	I-PARAGRAPH
Mittelmeerraum	PAR	Cap	I-PARAGRAPH
ist	PAR	NoCap	I-PARAGRAPH
schon	PAR	NoCap	I-PARAGRAPH
seit	PAR	NoCap	I-PARAGRAPH
langemmehr	PAR	NoCap	I-PARAGRAPH
als	PAR	NoCap	I-PARAGRAPH
fragwürdig	PAR	NoCap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
Die	PAR	Cap	B-PARAGRAPH
Begründung	PAR	Cap	I-PARAGRAPH
des	PAR	NoCap	I-PARAGRAPH
Einsatzes	PAR	Cap	I-PARAGRAPH
mit	PAR	NoCap	I-PARAGRAPH
dem	PAR	NoCap	I-PARAGRAPH
NATO-Bündnisfall	PAR	Cap	I-PARAGRAPH
durch	PAR	NoCap	I-PARAGRAPH
Art	PAR	Cap	I-PARAGRAPH
.	DOT	NoCap	B-DOT
5	NUM	NoCap	B-NUMBER
des	PAR	NoCap	B-PARAGRAPH
Nordatlantikvertrages	PAR	Cap	I-PARAGRAPH
als	PAR	NoCap	I-PARAGRAPH
Reaktion	PAR	Cap	I-PARAGRAPH
auf	PAR	NoCap	I-PARAGRAPH
die	PAR	NoCap	I-PARAGRAPH
Angriffe	PAR	Cap	I-PARAGRAPH
auf	PAR	NoCap	I-PARAGRAPH
das	PAR	NoCap	I-PARAGRAPH
WorldTrade	PAR	Cap	I-PARAGRAPH
Center	PAR	Cap	I-PARAGRAPH
in	PAR	NoCap	I-PARAGRAPH
New	PAR	Cap	I-PARAGRAPH
